LAST EDITED DATE	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	 LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	TRIP COMMENTS
2017-03-29 22:19:56	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Centro de Conservación y Educación Ambiental--Parque Arqueologico de Cozumel	L4104003	H	20.4808536	-86.9602552	2015-10-21	14:00:00	obs639109	S25522749	Traveling	P22	EBIRD	60	0.5		1	1		
2019-03-24 11:22:13	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel--Punta Sur	L3143836	H	20.2734051	-86.9877069	2015-12-27	09:30:00	obs217966	S26816327	Traveling	P22	EBIRD	300	32.187		3	1	G3479989	
2016-09-25 13:03:04	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Costa Del Sol- Island Cozumel	L4931006	P	20.4145684	-87.015502	2016-09-22	17:45:00	obs456149	S31749547	Traveling	P22	EBIRD	60	1.609		1	1		
2016-09-12 11:07:15	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 5 12MPH punto	L4217223	P	20.2961549	-87.0010744	2016-09-07	08:29:00	obs672437	S31544951	Stationary	P21	EBIRD	10			3	1		
2015-11-16 17:25:39	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2015-11-14	14:00:00	obs349736	S25864864	Traveling	P22	EBIRD	45	0.805		1	1		<br />Submitted from eBird for iOS, version 1.1.3 Build 30
2016-01-04 07:39:35	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			El Cedral (pueblo)	L1973735	H	20.3690898	-86.9935226	2016-01-03	07:10:00	obs672972	S26665623	Traveling	P22	EBIRD_MEX	120	1.5		4	1	G1530524	Observación de Aves 4 personas Raymundo Martínez, Noel Rivas, Cecilia Alvarez y Juan Flores miembros de la red de monitores comunitarios Mayan Jays.
2016-01-04 14:09:42	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			PN Chankanaab	L1127535	H	20.4421721	-86.9942701	2015-12-24	11:00:00	obs672437	S26673681	Historical	P62	EBIRD				6	1		
2016-09-12 10:36:25	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 1 Torre punto	L4216806	P	20.2809922	-86.9790991	2016-09-07	07:14:00	obs672437	S31544548	Stationary	P21	EBIRD	10			3	1		
2015-11-11 14:31:53	Mexico	MX	Quintana Roo	MX-ROO			MX_178				PN Arrecifes de Cozumel	L221525	H	20.36236	-87.03993	2015-11-11	02:18:00	obs456997	S25791800	Traveling	P22	EBIRD	25	1		1	1		Submitted from  BirdLog CA for Android v1.9.6
2016-09-12 10:55:14	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 4 Aguada punto	L4217207	P	20.2736984	-86.9893773	2016-09-07	08:02:00	obs672437	S31544785	Stationary	P21	EBIRD	10			3	1		
2016-09-12 10:41:20	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 2 Cocotal punto	L4216842	P	20.276466	-86.9840343	2016-09-07	07:34:00	obs672437	S31544617	Stationary	P21	EBIRD	10			3	1		
2015-11-17 12:11:55	Mexico	MX	Quintana Roo	MX-ROO			MX_178				PN Arrecifes de Cozumel	L221525	H	20.36236	-87.03993	2015-11-17	10:30:00	obs456997	S25873865	Traveling	P22	EBIRD	35	2		2	1		Submitted from  BirdLog CA for Android v1.9.6
2018-10-19 10:03:55	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel--Punta Sur	L3143836	H	20.2734051	-86.9877069	2015-10-24	07:11:00	obs639109	S25543340	Traveling	P22	EBIRD	170	0.5		16	1		
2018-08-17 15:41:43	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 7	L7832131	P	20.5387222	-86.8970278	2016-07-31	08:19:00	obs604876	S31496377	Stationary	P21	EBIRD_MEX	10			4	1	G1911931	
2015-11-18 17:01:58	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Zona Arqueológica San Gervasio	L454906	H	20.499828	-86.8459126	2015-11-18	14:33:00	obs246379	S25899695	Traveling	P22	EBIRD	83	1		1	1		<br />Submitted from eBird for iOS, version 1.1.3 Build 30
2018-10-19 10:03:55	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel--Punta Sur	L3143836	H	20.2734051	-86.9877069	2015-10-24	06:40:00	obs411187	S25680467	Traveling	P22	EBIRD_MEX	120	1		16	1		
2018-08-06 15:59:07	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Costa Del Sol- Island Cozumel	L4931006	P	20.4145684	-87.015502	2016-09-18	09:10:00	obs456149	S31743987	Traveling	P22	EBIRD	90	0.161		1	1		observations from deck of villa and walk around the grounds to the beach
2016-09-25 01:44:55	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Costa Del Sol- Island Cozumel	L4931006	P	20.4145684	-87.015502	2016-09-19	11:00:00	obs456149	S31744076	Traveling	P22	EBIRD	80	1.207		1	1		from villa walking north on av. rafael e. melgar and back
2016-09-25 21:20:12	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			El Cedral (pueblo)	L1973735	H	20.3690898	-86.9935226	2016-09-25	15:30:00	obs239797	S31758609	Traveling	P22	EBIRD	135	2		1	1		In town and on the road going out to the Mayan amusement park
2019-02-13 20:26:09	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel norte	L4178129	P	20.5459328	-86.922251	2016-01-21	07:00:00	obs130801	S27034057	Traveling	P22	EBIRD	240	6.437		2	1	G1566395	Biking the dirt road to the sewage plant and back
2018-08-06 17:45:18	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Club Campestre Cozumel	L2351725	H	20.5459037	-86.9223261	2015-10-25	07:23:00	obs131936	S25666315	Traveling	P22	EBIRD_MEX	217	3		6	1		
2015-10-19 08:44:05	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Cozumel, Mexico. 20.4769 X -86.9755	L3964583	P	20.47694	-86.97545	2015-10-08	15:40:00	obs113938	S25472111	Traveling	P22	EBIRD	10	0.402		2	1	G1440049	Submitted from  BirdLog CA for Android v1.9.6
2015-11-15 10:29:47	Mexico	MX	Quintana Roo	MX-ROO			MX_178				PN Arrecifes de Cozumel	L221525	H	20.36236	-87.03993	2015-11-15	09:30:00	obs456997	S25838654	Incidental	P20	EBIRD				2	1		Submitted from  BirdLog CA for Android v1.9.6
2015-11-18 17:01:41	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			San Miguel--Bello Caribe	L815042	H	20.5466511	-86.905632	2015-11-18	10:24:00	obs246379	S25899688	Traveling	P22	EBIRD	108	4		1	1		<br />Submitted from eBird for iOS, version 1.1.3 Build 30
2015-10-18 19:25:17	Mexico	MX	Quintana Roo	MX-ROO				56			Centro, Calle Quinta Avenida 455	L3963865	P	20.62586	-87.07296	2015-10-18	18:18:00	obs268163	S25465644	Incidental	P20	EBIRD				1	1		También observé lo que parecía un búho que se metió al segundo piso de La Casa grill Submitted from  BirdLog CA for Android v1.9.6
2016-01-20 19:12:42	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel central camino	L4178148	P	20.4726118	-86.9009113	2016-01-20	16:10:00	obs130801	S27025582	Traveling	P22	EBIRD	120	4.828		1	1		
2016-02-29 14:22:31	Mexico	MX	Quintana Roo	MX-ROO				56			Playa del Carmen, Mexico. 20.6274 X -87.0662	L3964580	P	20.62744	-87.06625	2015-10-08	14:45:00	obs113938	S25472095	Traveling	P22	EBIRD	33	0.161		2	1		Sunny.  Partial Cloudy.  Hot & Humid. Submitted from  BirdLog CA for Android v1.9.6
2016-01-11 20:23:25	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Cozumel Cruise Ship Terminal	L4152083	P	20.5111242	-86.9564033	2016-01-08	16:30:00	obs422707	S26849863	Stationary	P21	EBIRD	60			2	1		
2016-09-25 11:56:54	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Costa Del Sol- Island Cozumel	L4931006	P	20.4145684	-87.015502	2016-09-20	14:40:00	obs456149	S31748393	Traveling	P22	EBIRD	35	0.322		1	1		villa to Av. R. E. M.
2015-09-30 21:13:27	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Zona Arqueológica San Gervasio	L454906	H	20.499828	-86.8459126	2015-09-30	16:30:00	obs639109	S25247185	Traveling	P22	EBIRD	120	3		3	1		
2016-01-11 20:18:52	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Cozumel Cruise Ship Terminal	L4152083	P	20.5111242	-86.9564033	2016-01-08	09:33:00	obs422707	S26849788	Traveling	P22	EBIRD	27	0.805		2	1		
2018-04-15 13:04:31	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Hotel B	L7227013	P	20.5363332	-86.937443	2015-01-08	16:00:00	obs282508	S44598411	Stationary	P21	EBIRD	45			2	1		Bob and Prudy Bowers birded oceanside of hotel grounds and dock from our room
2016-08-15 17:00:19	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Club Campestre Cozumel	L2351725	H	20.5459037	-86.9223261	2015-10-25	18:45:00	obs639109	S25549481	Traveling	P22	EBIRD	135	2		14	1		
2019-02-26 23:03:40	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel Country Club (Restricted Access)	L4151881	P	20.5463478	-86.9220752	2016-01-08	10:30:00	obs422707	S26848595	Stationary	P21	EBIRD	150			2	1		
2017-04-13 09:15:52	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4600x-86.9650	L4218763	P	20.460028	-86.965049	2016-02-01	16:29:00	obs123382	S27418862	Stationary	P21	EBIRD	10			3	1	G1596297	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:15:16	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4586x-86.9611	L4218769	P	20.458598	-86.961061	2016-02-01	14:57:00	obs123382	S27418871	Stationary	P21	EBIRD	38			3	1	G1596304	Slow  <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2016-01-22 21:22:53	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			PN Chankanaab	L1127535	H	20.4421721	-86.9942701	2016-01-15	13:15:00	obs678697	S27059535	Stationary	P21	EBIRD	120			2	1	G1558766	<br />Submitted from eBird Android 1.0.0
2016-01-21 09:28:54	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Laguna Columbia	L1313315	H	20.2825994	-86.9833088	2016-01-20	11:00:00	obs672437	S27032603	Historical	P62	EBIRD_MEX	130			8	1		
2015-12-06 08:26:15	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel--Subdivisión Abandonados	L2439002	H	20.4573627	-86.9600916	2015-11-19	11:00:00	obs340205	S25979723	Traveling	P22	EBIRD	30	1		3	1	G1489052	
2018-04-15 13:52:49	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2015-01-09	11:20:00	obs282508	S44598830	Traveling	P22	EBIRD	180	3.219		2	1		Bob and Prudy Bowers birded sites along the coast
2016-01-11 09:58:41	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Zona Arqueológica San Gervasio	L454906	H	20.499828	-86.8459126	2016-01-05	08:00:00	obs620896	S26838924	Historical	P62	EBIRD	120	0.402	0.4047	1	1		While on a cruise, took an excursion with a group to San Gervasio.  I watched for birds while there.
2017-04-13 09:15:16	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4586x-86.9611	L4218769	P	20.458598	-86.961061	2016-02-01	14:57:00	obs112900	S27308217	Stationary	P21	EBIRD	38			3	1	G1596304	Slow  <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2018-08-17 15:38:06	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 6	L7832070	P	20.5385278	-86.8939722	2016-01-31	09:30:00	obs672437	S27267228	Stationary	P21	EBIRD_MEX	10			6	1	G1583276	Ancho del camino en este punto: 5:30 mt--Miembros del Cozumel Birding Club en este día: Cecilia Alcerreca, Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2018-08-06 17:45:18	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Isla De Cozumel - 20.5433x-86.8809	L3975189	P	20.543336	-86.880865	2015-10-26	09:43:00	obs31473	S25557386	Traveling	P22	EBIRD	150	1.5		2	1		<br />Submitted from eBird for iOS, version 1.1.3 Build 29
2017-03-29 22:19:56	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Centro de Conservación y Educación Ambiental--Parque Arqueologico de Cozumel	L4104003	H	20.4808536	-86.9602552	2015-11-26	13:30:00	obs639109	S26022168	Stationary	P21	EBIRD	10			1	1		
2015-10-19 08:44:05	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Cozumel, Mexico. 20.4769 X -86.9755	L3964583	P	20.47694	-86.97545	2015-10-08	15:40:00	obs186614	S25472584	Traveling	P22	EBIRD	10	0.402		2	1	G1440049	Submitted from  BirdLog CA for Android v1.9.6
2018-04-16 13:04:29	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2015-01-10	09:50:00	obs282508	S44599767	Traveling	P22	EBIRD	160	4.828		2	1		Bob and Prudy Bowers birded sites along the coast and inland
2018-08-17 21:20:29	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 12	L7832243	P	20.5494444	-86.9120278	2016-01-31	11:07:00	obs622928	S27267262	Stationary	P21	EBIRD_MEX	10			5	1	G1583363	Ancho del camino en esta zona: 7.10 mt--Entrada de la Sascabera abandonada--Miembros del Cozumel Birding Club en este día:  Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2018-08-17 15:42:44	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 8	L7832155	P	20.54125	-86.8998056	2016-01-31	10:09:00	obs622928	S27267104	Stationary	P21	EBIRD_MEX	10			5	1	G1583347	Ancho del camino en este punto: 7.20mt--Miembros del Cozumel Birding Club en este día: Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2016-01-22 21:22:41	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Zona Arqueológica San Gervasio	L454906	H	20.499828	-86.8459126	2016-01-14	08:48:00	obs678697	S27059484	Traveling	P22	EBIRD	120	2.414		2	1	G1558765	<br />Submitted from eBird Android 1.0.0
2017-04-13 09:08:37	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4573x-86.9581	L4218765	P	20.457291	-86.958145	2016-02-01	15:56:00	obs112900	S27308193	Stationary	P21	EBIRD	4			3	1	G1596295	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2018-08-30 23:16:58	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 5	L7832046	P	20.5395278	-86.8912778	2016-01-31	09:10:00	obs672437	S27267224	Stationary	P21	EBIRD_MEX	10			6	1	G1583280	Ancho del camino en este punto: 6mt--Miembros del Cozumel Birding Club en este día: Cecilia Alcerreca, Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2018-08-17 15:42:44	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 8	L7832155	P	20.54125	-86.8998056	2016-01-31	10:09:00	obs672437	S27267251	Stationary	P21	EBIRD_MEX	10			5	1	G1583347	Ancho del camino en este punto: 7.20mt--Miembros del Cozumel Birding Club en este día: Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2017-04-13 09:08:00	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4570x-86.9585	L4218767	P	20.456962	-86.958493	2016-02-01	15:36:00	obs123382	S27418859	Stationary	P21	EBIRD	17			3	1	G1596294	Old housing development #2.   <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2015-12-09 11:16:37	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2015-12-07	08:00:00	obs540744	S26213591	Traveling	P22	EBIRD	300	25.75		4	1		
2016-02-15 19:48:20	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-ROO-Cozumel Waterfront	L4235323	P	20.5097214	-86.9513275	2016-02-01	07:45:00	obs112900	S27412116	Stationary	P21	EBIRD	30			3	1	G1595829	waiting for a rental car
2016-02-11 10:17:09	Mexico	MX	Quintana Roo	MX-ROO				56			Sandos Playacar	L3523819	P	20.6059545	-87.0982495	2016-02-11	10:05:00	obs134567	S27423750	Stationary	P21	EBIRD	10			1	1		All in one tree <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2018-04-17 10:42:02	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Iberostar Cozumel	L5259576	H	20.3702163	-87.0216322	2015-11-15	16:15:00	obs340205	S26006242	Traveling	P22	EBIRD	15	0.3		2	1	G2051424	
2018-04-17 10:42:03	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Iberostar Cozumel	L5259576	H	20.3702163	-87.0216322	2015-11-15	18:15:00	obs340205	S26006282	Stationary	P21	EBIRD	5			2	1	G2051412	
2017-04-13 09:07:24	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-North-along road - 20.5426x-86.8829	L4218540	P	20.542563	-86.882874	2016-02-01	11:04:00	obs123382	S27418877	Stationary	P21	EBIRD	7			3	1	G1596309	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2015-10-11 14:29:02	Mexico	MX	Quintana Roo	MX-ROO				56			Playa del Carmen, Mexico. 20.6275 X -87.0661	L3952120	P	20.62748	-87.06608	2015-10-08	09:15:00	obs186614	S25378304	Traveling	P22	EBIRD	10	0.161		2	1	G1432573	Submitted from  BirdLog CA for Android v1.9.6
2016-06-07 13:07:10	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 5 12MPH punto	L4217223	P	20.2961549	-87.0010744	2016-02-01	09:25:00	obs672437	S27299600	Stationary	P21	EBIRD_MEX	10			5	1	G1587126	
2018-08-17 15:41:42	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 7	L7832131	P	20.5387222	-86.8970278	2016-01-31	09:50:00	obs622980	S27266529	Stationary	P21	EBIRD_MEX	10			5	1	G1583284	Ancho del camino en este punto: 4.80 mt--Miembros del Cozumel Birding Club en este día:  Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2018-08-17 15:41:42	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 7	L7832131	P	20.5387222	-86.8970278	2016-01-31	09:50:00	obs622928	S27266549	Stationary	P21	EBIRD_MEX	10			5	1	G1583284	Ancho del camino en este punto: 4.80 mt--Miembros del Cozumel Birding Club en este día:  Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2016-01-01 01:58:57	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel, 20.5072 X -86.9554	L4063958	P	20.50718	-86.95538	2015-12-07	11:55:00	obs113938	S26260470	Stationary	P21	EBIRD	30			2	1	G1496503	Submitted from  BirdLog CA for Android v1.9.6
2017-04-13 09:14:58	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-El Cedral - 20.3680x-86.9897	L4218773	P	20.368007	-86.989655	2016-02-01	13:43:00	obs112900	S27308237	Stationary	P21	EBIRD	6			3	1	G1596303	La cabana de don penna  <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2018-08-17 15:41:42	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 7	L7832131	P	20.5387222	-86.8970278	2016-01-31	09:50:00	obs672437	S27267246	Stationary	P21	EBIRD_MEX	10			5	1	G1583284	Ancho del camino en este punto: 4.80 mt--Miembros del Cozumel Birding Club en este día:  Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2018-04-17 10:42:03	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Iberostar Cozumel	L5259576	H	20.3702163	-87.0216322	2015-11-16	07:00:00	obs340205	S26006525	Traveling	P22	EBIRD	90	2		2	1	G1489060	
2017-04-13 09:08:00	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4570x-86.9585	L4218767	P	20.456962	-86.958493	2016-02-01	15:36:00	obs112900	S27308205	Stationary	P21	EBIRD	17			3	1	G1596294	Old housing development #2.   <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2018-08-17 15:22:01	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 3	L7831866	P	20.5421389	-86.88425	2016-01-31	08:28:00	obs622980	S27265800	Stationary	P21	EBIRD_MEX	10			6	1	G1583283	Ancho del camino en este punto 7.50--Miembros del Cozumel Birding Club en este día: Cecilia Alcerreca, Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2018-08-17 15:22:01	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 3	L7831866	P	20.5421389	-86.88425	2016-01-31	08:28:00	obs672437	S27267232	Stationary	P21	EBIRD_MEX	10			6	1	G1583283	Ancho del camino en este punto 7.50--Miembros del Cozumel Birding Club en este día: Cecilia Alcerreca, Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2015-12-06 08:26:17	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Paseo Marítimo de San Miguel	L2439008	H	20.5108016	-86.9500923	2015-11-19	13:00:00	obs340205	S26006161	Traveling	P22	EBIRD	45	1		2	1	G1489053	
2018-08-17 15:30:22	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 4	L7831879	P	20.5404167	-86.8888333	2016-01-31	08:49:00	obs622980	S27265920	Stationary	P21	EBIRD_MEX	10			6	1	G1583282	Ancho del camino en este punto 5.70 mt
2017-04-13 09:08:20	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4555x-86.9600	L4218766	P	20.455547	-86.960019	2016-02-01	16:03:00	obs123382	S27418872	Stationary	P21	EBIRD	5			3	1	G1596305	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:07:43	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-El Cedral - 20.3674x-86.9880	L4218770	P	20.367353	-86.987993	2016-02-01	13:51:00	obs123382	S27418875	Traveling	P22	EBIRD	28	0.644		3	1	G1596307	Check time.  <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:09:10	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4603x-86.9695	L4218501	P	20.460267	-86.969498	2016-02-01	16:42:00	obs123382	S27418874	Stationary	P21	EBIRD	14			3	1	G1596306	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:08:53	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4576x-86.9621	L4218764	P	20.457596	-86.962136	2016-02-01	16:12:00	obs123382	S27418861	Stationary	P21	EBIRD	9			3	1	G1596296	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:07:06	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-North-quarry/wetland area - 20.5464x-86.9046	L4218538	P	20.54639	-86.904555	2016-02-01	09:57:00	obs123382	S27418888	Traveling	P22	EBIRD	39	0.644		4	1	G1596317	Wetland area. 0 <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-02-05 10:13:02	Mexico	MX	Quintana Roo	MX-ROO							MX-QROO-Passenger Ferry to Cozumel	L4218536	P	20.5659389	-87.0206451	2016-02-01	07:12:00	obs123382	S27418889	Traveling	P22	EBIRD	30	4.828		2	1	G1596318	Ferry to Cozumel.  Jim stayed inside. <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2016-01-18 19:01:51	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			PN Chankanaab	L1127535	H	20.4421721	-86.9942701	2016-01-15	13:15:00	obs284086	S26984253	Stationary	P21	EBIRD	120			2	1	G1558766	<br />Submitted from eBird Android 1.0.0
2016-01-22 21:24:18	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			City Area  cozumel	L4172467	P	20.5053049	-86.9424577	2016-01-14	08:30:00	obs678697	S27059606	Stationary	P21	EBIRD	60			2	1	G1558767	waiting for our rental car<br />Submitted from eBird Android 1.0.0
2018-08-06 17:45:18	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Mexico -- Cozumel	L4183805	P	20.4308736	-86.9092369	2015-12-06	06:30:00	obs409828	S27069062	Traveling	P22	EBIRD	120	25		6	1		Wings Tour
2015-11-26 15:15:42	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Playa Uvas - road & beachfront	L3228224	P	20.4538953	-86.9880939	2015-11-26	11:00:00	obs348453	S26004386	Traveling	P22	EBIRD	45	2		2	1		With Lillian, Villa Coronado to Chankanab return, road and Chancanab waterfront, 27C, clear, lt breeze
2018-08-17 22:20:25	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 9	L7833465	P	20.5433889	-86.9021111	2016-01-31	10:28:00	obs622980	S27266690	Stationary	P21	EBIRD_MEX	10			5	1	G1583352	Ancho del camino en este punto: 6:70 mt--Miembros del Cozumel Birding Club en este día: Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2018-08-17 22:20:25	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 9	L7833465	P	20.5433889	-86.9021111	2016-01-31	10:28:00	obs622928	S27267124	Stationary	P21	EBIRD_MEX	10			5	1	G1583352	Ancho del camino en este punto: 6:70 mt--Miembros del Cozumel Birding Club en este día: Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
